views,content,area,content_tokens
3,REC DATE: VER: 199.42.80 ,836,"['rec', 'date', ':', 'ver', ':', '199.42.80']"
3,  ,0,[]
3,REC DATE: VER: 199.42.80 ,836,"['rec', 'date', ':', 'ver', ':', '199.42.80']"
3,  ,0,[]
3,T E R A S ,489,"['t', 'e', 'r', 'a', 's']"
4,MOM! ,369,"['mom', '!']"
4,FRENEMIES VLOG #1 TH H3 PODCAST ,1822,"['frenemi', 'vlog', '#', '1', 'th', 'h3', 'podcast']"
3,Wow ,698,['wow']
3,Cafe Vlog ,634,"['cafe', 'vlog']"
1,  ,0,[]
2,be examenes finales semade ,1715,"['be', 'examen', 'final', 'semad']"
3,VLOG #63 ,225,"['vlog', '#', '63']"
3,Khallun's Vlog#2 BirthDay ,1533,"['khallun', ""'s"", 'vlog', '#', '2', 'birthday']"
4,HAPPY 9TH BIRTHDAY TYRONIA FOWLER ,1616,"['happi', '9th', 'birthday', 'tyronia', 'fowler']"
3,Day la cach NMT Vlog. Tao ra ? VIDEO ,1950,"['day', 'la', 'cach', 'nmt', 'vlog', '.', 'tao', 'ra', '?', 'video']"
3,JOJOWAIN OR TOTROPAHIN ,1884,"['jojowain', 'or', 'totropahin']"
2,A day in my life HAV TIME ,1178,"['a', 'day', 'in', 'my', 'life', 'hav', 'time']"
2,VLOG sessione estiva ,407,"['vlog', 'session', 'estiva']"
4,MY VAN TOUR ,691,"['my', 'van', 'tour']"
4,JYP OFFICIAL ,650,"['jyp', 'offici']"
3,SZKOLA NA KARAIBACH A1 Espanol ,2075,"['szkola', 'na', 'karaibach', 'a1', 'espanol']"
4,SO MOMMY TONT ,976,"['so', 'mommi', 'tont']"
4,HAPPY MOTHER'S DAY ALEW NAMA ,1574,"['happi', 'mother', ""'s"", 'day', 'alew', 'nama']"
3,chartered ,152,['charter']
4,18 MIN &you! ,553,"['18', 'min', '&', 'you', '!']"
4,"W ENTIRE My DESIGNER HANDBAG COLLECTION part , K KIM CHILI ",991,"['w', 'entir', 'my', 'design', 'handbag', 'collect', 'part', ',', 'k', 'kim', 'chili']"
4,  ,0,[]
4,LAST TO LEAVE THE POOL 10 WINS 1M PART 3 EXTREME!!! AND THE WINNER IS... ,2860,"['last', 'to', 'leav', 'the', 'pool', '10', 'win', '1m', 'part', '3', 'extrem', '!', '!', '!', 'and', 'the', 'winner', 'is', '...']"
4,  ,0,[]
2,FAMILY ALLTAG IN DUBAI ,638,"['famili', 'alltag', 'in', 'dubai']"
3,HOUSE POOJA IN ENGLAND NEW ,852,"['hous', 'pooja', 'in', 'england', 'new']"
3,"!! MAJA""& KAKAI VLOG SHOOT GONE WRONG22 ",3040,"['!', '!', 'maja', ""''"", '&', 'kakai', 'vlog', 'shoot', 'gone', 'wrong22']"
3,PRANK PE GYA PUTHA SNEHA KYU RO PYI? Iphone 12 promax Gift ,3100,"['prank', 'pe', 'gya', 'putha', 'sneha', 'kyu', 'ro', 'pyi', '?', 'iphon', '12', 'promax', 'gift']"
3,  ,0,[]
4,BUNDA MARAH BESAR ,1656,"['bunda', 'marah', 'besar']"
3,"Mad Monster 24bours Vlog in m countdown radio, dingo ",1467,"['mad', 'monster', '24bour', 'vlog', 'in', 'm', 'countdown', 'radio', ',', 'dingo']"
3,LOCKDOWN EID ,969,"['lockdown', 'eid']"
3,YA ESTA COMPLETA! ,320,"['ya', 'esta', 'completa', '!']"
4,LABOR GAMES ,1292,"['labor', 'game']"
4,Eid Mubarak ,424,"['eid', 'mubarak']"
2,hehehe xd ,627,"['heheh', 'xd']"
4,HOUSE TOUR! TAMU YANG PALING DITUNGGU!!! ,1408,"['hous', 'tour', '!', 'tamu', 'yang', 'pale', 'ditunggu', '!', '!', '!']"
4,  ,0,[]
4,LIVING LIKE BABY 24hr ,2906,"['live', 'like', 'babi', '24hr']"
4,Ibrahim's Eid Celebration ,1233,"['ibrahim', ""'s"", 'eid', 'celebr']"
3,EID VLOG ,839,"['eid', 'vlog']"
4,SECRET ROOM ,1466,"['secret', 'room']"
4,A GANDA DEBATE WARLAHAN Boys VS Pa-Girls part 1 Vice ganda <WKWARD ,3562,"['a', 'ganda', 'debat', 'warlahan', 'boy', 'vs', 'pa-girl', 'part', '1', 'vice', 'ganda', '<', 'wkward']"
1,DONATED ALL MY BOOKS TO A NEEDY STUDENT SPECIAL lannouncement ,1689,"['donat', 'all', 'my', 'book', 'to', 'a', 'needi', 'student', 'special', 'lannounc']"
4,60 MIN Blue's clues &you! ,785,"['60', 'min', 'blue', ""'s"", 'clue', '&', 'you', '!']"
4,  ,0,[]
4,NEW HAIR COLOR NO MOMMY TONI ,1648,"['new', 'hair', 'color', 'no', 'mommi', 'toni']"
4,NEW HAIR COLOR NO MOMMY TONI ,1648,"['new', 'hair', 'color', 'no', 'mommi', 'toni']"
3,MOVING VLOG 2 ,686,"['move', 'vlog', '2']"
3,Ich habe keine Freunde alleine Picknicken ,1373,"['ich', 'habe', 'kein', 'freund', 'allein', 'picknicken']"
3,Gold Edition $2 Bank N ,138,"['gold', 'edit', '$', '2', 'bank', 'n']"
4,  ,0,[]
3,FATROL ,158,['fatrol']
4,WES UNIVERSE ,191,"['we', 'univers']"
4,Reaction Video Dau Tien Cua Lam Vlog ,1033,"['reaction', 'video', 'dau', 'tien', 'cua', 'lam', 'vlog']"
4,ILLEST QUESTIONS I'VE NEVER ASKED MY DAD ,1426,"['illest', 'question', 'i', ""'ve"", 'never', 'ask', 'my', 'dad']"
3,  ,0,[]
2,  ,0,[]
3,08 VLOG 00 TOP 8 IN EUROPE Team Liquid VALORANT ,1468,"['08', 'vlog', '00', 'top', '8', 'in', 'europ', 'team', 'liquid', 'valor']"
2,TIX Eurolision EPISODE #07 CONTEST ,1170,"['tix', 'eurolis', 'episod', '#', '07', 'contest']"
3,Voice lessing with Angeline Quicto 6 ,2516,"['voic', 'less', 'with', 'angelin', 'quicto', '6']"
4,MOMMY TONI ,1595,"['mommi', 'toni']"
3,  ,0,[]
3,School Vog ,2013,"['school', 'vog']"
3,Q&A VLOG! ,2049,"['q', '&', 'a', 'vlog', '!']"
3,Did We DO It? Cute VLOG ,1685,"['did', 'we', 'do', 'it', '?', 'cute', 'vlog']"
3,VLOG NAGRYWAMY BABSKA PIOSENKE! ,1990,"['vlog', 'nagrywami', 'babska', 'piosenk', '!']"
4,vlog ,49,['vlog']
3,I'm fat now! stave STEVE VLOGS WEEK 1 ,4280,"['i', ""'m"", 'fat', 'now', '!', 'stave', 'steve', 'vlog', 'week', '1']"
4,I wore a scandalous outfit ,560,"['i', 'wore', 'a', 'scandal', 'outfit']"
4,"TIPPING P100,000 I will spend my money helping people like you guys ",2564,"['tip', 'p100,000', 'i', 'will', 'spend', 'my', 'money', 'help', 'peopl', 'like', 'you', 'guy']"
4,  ,0,[]
4,A VICE GANDA MUMU SI MEME CHORROR O COMEDY Vice CANDA ,2126,"['a', 'vice', 'ganda', 'mumu', 'si', 'meme', 'chorror', 'o', 'comedi', 'vice', 'canda']"
4,RUMAH ANDARA JADI SEPI!!S A RAFFI.o NISYA PAMIT YA ,1459,"['rumah', 'andara', 'jadi', 'sepi', '!', '!', 's', 'a', 'raffi.o', 'nisya', 'pamit', 'ya']"
1,WEEKEND VLOG ,1407,"['weekend', 'vlog']"
3,ADA CEMILAN INDONESIA?? LIFE IN KOREA DAILY VLOG BELANJA PERLENGRAPAN KOSAN ,2373,"['ada', 'cemilan', 'indonesia', '?', '?', 'life', 'in', 'korea', 'daili', 'vlog', 'belanja', 'perlengrapan', 'kosan']"
4,  ,0,[]
2,Boliche e compras! Casa da Ariana Grande VLOG EM.NEW YORK MEU DIA NOS EUA ,3495,"['bolich', 'e', 'compra', '!', 'casa', 'da', 'ariana', 'grand', 'vlog', 'em.new', 'york', 'meu', 'dia', 'no', 'eua']"
1,a week in my life ,1967,"['a', 'week', 'in', 'my', 'life']"
4,SYUKURAN RUMAH ,1205,"['syukuran', 'rumah']"
3,B BUKA PUASA JAJAN STREET FOOD KOREA! ,2242,"['b', 'buka', 'puasa', 'jajan', 'street', 'food', 'korea', '!']"
4,FELIZ CUMPLEANOS ,1790,"['feliz', 'cumpleano']"
3,MADE FOR THE FIRST TIME IN LIFE ,576,"['made', 'for', 'the', 'first', 'time', 'in', 'life']"
3,  ,0,[]
3,ANOW UNI POZLILO IZGUBILI se PUTOVANUE NASE PRVO ,1499,"['anow', 'uni', 'pozlilo', 'izgubili', 'se', 'putovanu', 'nase', 'prvo']"
3,  ,0,[]
3,TEAM DIAZ REPRESENT R REE ,559,"['team', 'diaz', 'repres', 'r', 'ree']"
4,NAMIN KAY DONNALYN ,2455,"['namin', 'kay', 'donnalyn']"
2,VLOG ,843,['vlog']
4,BIA IS HOME ,823,"['bia', 'is', 'home']"
3,BUHAY VLOGGER SALOOBING TORO HOUSE ,4820,"['buhay', 'vlogger', 'saloob', 'toro', 'hous']"
1,"online egitime proje, kargolar, nail art... ",1443,"['onlin', 'egitim', 'proje', ',', 'kargolar', ',', 'nail', 'art', '...']"
4,Chand raat ,1017,"['chand', 'raat']"
4,EVERYDAY ROUTINE CHECK UP NI BR HUMILATO A DAY IN MY LIFE PRECGY AS ,2423,"['everyday', 'routin', 'check', 'up', 'ni', 'br', 'humilato', 'a', 'day', 'in', 'my', 'life', 'precgi', 'as']"
3,  ,0,[]
3,ALL ,237,['all']
4,Kanwal EID shopping ,1270,"['kanwal', 'eid', 'shop']"
3,$ $ $ MGA ,730,"['$', '$', '$', 'mga']"
1,VLOG ABOARD WITH SORD PREP five BELW ,1855,"['vlog', 'aboard', 'with', 'sord', 'prep', 'five', 'belw']"
1,gy tanford euta ,1169,"['gy', 'tanford', 'euta']"
4,NY REGRESA! ,1331,"['ny', 'regresa', '!']"
